手机ID,型号,数据来源,上市时间,价格,CPU制程,CPU架构,GPU,NPU,SIM卡类型,USB接口,WLAN功能,id,主频,传感器型号,传感器尺寸,传感器类型,保修政策,像素密度,光圈,其它使用时间,内存,内存类型,前置相机,副屏分辨率,副屏幕尺寸,副屏材质,包装清单,单像素尺寸,变焦,后置相机,品牌,图片格式,基带型号,处理器,外观设计,存储,定位导航,实体按键,容量扩展,屏占比,屏幕,屏幕分辨率,屏幕刷新率,屏幕工艺,屏幕材质,屏幕特性,屏幕色数,展开态,影音特性,快充,感应器,手机尺寸,手机类型,手机重量,手机颜色,折叠屏类型,折叠态,拍照特性,操作系统,文档格式,无线连接,日常功能,机身特点,机身结构,核心数,特殊功能,特色功能,用户界面,电池,电池更换,电池特性,电池类型,盖板玻璃,相机特性,网络模式,耳机接口,蓝牙,视频拍摄,视频播放,视频格式,触控方式,触控采样率,触摸特性,详细内容,质保时间,输入方式,输入法,运营商支持,通话时间,键盘类型,闪光灯,闪存类型,音乐格式,音乐特性
,iQOO 10(12+512GB),CNMO,2022年07月,2022年07月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1626044,3277MHz,,,CMOS,全国联保，享受三包服务,388PPI,F2.45,,12GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持20倍数字变焦,5000+1300+1200万像素,iQOO,,,高通骁龙8+ Gen1,,512GB,GNSS多星定位(包括北斗导航/GPS导航/GLONASS导航等),,,93.11%,6.78英寸,2400x1080像素,120Hz,,AMOLED,,1670万色数,,,支持120W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",164.55×77.1×8.37mm,"面部识别,后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",206g,"橙色,传奇版,赛道版",,,,Android 12,,NFC,,,直板,八核,,红外遥控,,,不支持,,"锂聚合物电池,4700mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.3,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,iQOO 10 Pro(12+256GB),CNMO,2022年07月,2022年07月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1626046,3277MHz,,,CMOS,全国联保，享受三包服务,518PPI,F2.45,,12GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持40倍数字变焦,5000+5000+1460万像素,iQOO,,,高通骁龙8+ Gen1,,256GB,GNSS多星定位(包括北斗导航/GPS导航/GLONASS导航等),,,92.22%,6.78英寸,3200x1440像素,120Hz,,AMOLED,,10.7亿色数,,,支持200W快充，支持50W无线快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",164.91×75.5×9.49mm,"面部识别,后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",215.4g,"传奇版,赛道版",,,,Android 12,,NFC,,,直板,八核,,红外遥控，超声波 3D 广域指纹，前置色温传感器,,,不支持,,"锂聚合物电池,4700mAh",,微云台主摄支持微云台防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.3,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,iQOO 10(12+256GB),CNMO,2022年07月,2022年07月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1626043,3277MHz,,,CMOS,全国联保，享受三包服务,388PPI,F2.45,,12GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持20倍数字变焦,5000+1300+1200万像素,iQOO,,,高通骁龙8+ Gen1,,256GB,GNSS多星定位(包括北斗导航/GPS导航/GLONASS导航等),,,93.11%,6.78英寸,2400x1080像素,120Hz,,AMOLED,,1670万色数,,,支持120W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",164.55×77.1×8.37mm,"面部识别,后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",206g,"橙色,传奇版,赛道版",,,,Android 12,,NFC,,,直板,八核,,红外遥控,,,不支持,,"锂聚合物电池,4700mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.3,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,小米12S Ultra(12+512GB),CNMO,2022年07月,2022年07月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1626028,3277MHz,,,CMOS,全国联保，享受三包服务,521PPI,F2.4,,12GB,LPDDR5,3200万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,5000+4800+4800万像素,小米,,,高通骁龙8+ Gen1,,512GB,"内置GPS芯片,支持导航功能",,,,6.73英寸,3200x1440像素,120Hz,,AMOLED,,,,哈曼卡顿 对称式立体声双扬声器,67W 小米澎湃秒充 / 50W 无线快充 / 10W 无线反充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.17×74.97×9.06mm,"面部识别,拍照手机,后置三摄,大屏手机,无线充电,大容量电池,快充手机,指纹识别,支持NFC,5G手机",225g,"黑色,绿色",,,,Android 12,,NFC,,,直板,八核,,X 轴线性马达丨红外线遥控器丨气压计丨后置光线（色温）传感器丨Flicker 传感器丨激光对焦传感器,,,不支持,,"锂聚合物电池,4860mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),240Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,努比亚Z40S Pro 120W(12+256GB),CNMO,2022年07月,2022年07月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持,1626052,3277MHz,,,CMOS,全国联保，享受三包服务,395PPI,,,12GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,支持9倍光学变焦,6400+5000+800万像素,努比亚,,,高通骁龙8+ Gen1,,256GB,"内置GPS芯片,支持导航功能",,,94.8%,6.67英寸,2400x1080像素,144Hz,,OLED,,10.7亿色数,,,支持120W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",161.27×73.95×8.05mm,"后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",205g,黑色,,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙,,,,电容屏(多点触控),480Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,华为畅享50(6+128GB),CNMO,2022年06月,2022年06月,,,,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11b/g/n无线协议,1626011,,,,CMOS,全国联保，享受三包服务,260PPI,F2.0,,6GB,,800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,1300＋200万像素,华为,,,-- ；核心数：--,,128GB,"内置GPS芯片,支持导航功能",,"支持MicroSD存储卡,最高可达512GB",90.26%,6.75英寸,1600x720像素,,,,,1670万色数,,,支持22.5W快充,"重力感应器,光感应器,距离传感器,电子罗盘,指纹识别,面部识别",168.3×77.7×8.98mm,"大屏手机,大容量电池",199g,"黑色,蓝色,白色",,,,HarmonyOS 2,,,,,直板,--,,,,,不支持,,"锂聚合物电池,6000mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通4G,,虚拟键盘,后置LED闪光灯,,,
1625992,OPPO Reno8 Pro(12+256GB),CNMO,2022年05月,2022年05月,,,,马里亚纳MariSilicon X,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,,2458MHz,,,CMOS,全国联保，享受三包服务,397PPI,F1.8 + F2.2 + F2.4,,12GB,LPDDR4x,3200万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,5000+800+200万像素,,,,高通第一代骁龙7+ 移动平台,,256GB,"内置GPS芯片,支持导航功能",,,92%,6.62英寸,2400x1080像素,120Hz,,AMOLED,,1670万色数,,,支持80W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",161×74.2×7.57mm,"面部识别,后置三摄,大屏手机,大容量电池,快充手机,支持NFC,5G手机",188g,"黑色,蓝色,金色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),360Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 2.2,,
,鼎桥TD Tech M40(8+256GB),CNMO,2022年05月,2022年05月,7nm,Cortex A77,Mali-G77,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac/ax无线协议,1625973,2662MHz,,,CMOS,全国联保，享受三包服务,402PPI,F2.4,,8GB,,1300万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持3 倍光学变焦，5 倍混合变焦，30 倍数字变焦,6400+1600+800万像素,,,,联发科天玑1000 Plus,,256GB,"内置GPS芯片,支持导航功能",,支持NM存储卡，最高可达256GB,,6.5英寸,2376x1080像素,,,OLED,,,,Histen，支持立体声音效,支持 40 W 有、无线超级快充，支持无线反向充电,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,霍尔感应器,面部识别",158.6×75.2×8.8mm,"后置三摄,无线充电,快充手机,光学防抖,支持NFC,5G手机",188g,"黑色,银色,白色",,,,--；运行内存：  8GB,,NFC,,,直板,八核,IP53 级别防尘防水,Camera 激光对焦传感器,,,不支持,,"锂聚合物电池,4200mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),240Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
,ZTE中兴Axon40 Pro(12+512GB),CNMO,2022年05月,2022年05月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625967,3277MHz,,,CMOS,全国联保，享受三包服务,395PPI,,,12GB,,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,,,中兴,,,高通骁龙870,,512GB,"内置GPS芯片,支持导航功能",,,,6.67英寸,2400x1080像素,144Hz,,AMOLED,,,,,支持66W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.9×72.9×8.46mm,"后置三摄,支持NFC,5G手机",,"黑色,蓝色,橙色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
,vivo S15 Pro(12+256GB),CNMO,2022年05月,2022年05月,5nm,"Cortex-A78,Cortex-A55",Mali-G610,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625983,2918MHz,,,CMOS,全国联保，享受三包服务,398PPI,F2.45,,12GB,LPDDR5,3200万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,5000+1200+200万像素,vivo,,,联发科天玑8100,,256GB,"内置GPS芯片,支持导航功能",,,92.7%,6.56英寸,2376x1080像素,120Hz,,AMOLED,,1670万色数,,,支持80W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",158.9×73.52×8.55mm,"后置三摄,大屏手机,大容量电池,快充手机,支持NFC,5G手机",188g,"黑色,绿色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.3,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,荣耀70 Pro+(12+256GB),CNMO,2022年05月,2022年05月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Mali-G710,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac/ax无线协议,1626007,3123MHz,,,CMOS,全国联保，享受三包服务,429PPI,F2.4,,12GB,,5000万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持3倍光学变焦，30倍数字变焦,5400+5000+800万像素,荣耀,,,联发科天玑9000,,256GB,"内置GPS芯片,支持导航功能",,,,6.78英寸,2652×1200像素,120Hz,,OLED,,10.7亿色数,,HONOR Histen音效,支持100W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.9×74.6×8.18mm,"后置三摄,大容量电池,快充手机,支持NFC,5G手机",192g,"黑色,绿色,金色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
,小米Civi 1S(12+256GB),CNMO,2022年04月,2022年04月,6nm,"Cortex-A78,Cortex-A55",Adreno 642L,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625943,2560MHz,,,CMOS,全国联保，享受三包服务,402PPI,F1.79 + F2.2 + F2.4,,12GB,LPDDR4x,3200万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,6400+800+200万像素,小米,,,高通骁龙778G+,,256GB,"内置GPS芯片,支持导航功能",,,,6.55英寸,2400x1080像素,120Hz,,OLED,,,,,支持55W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",158.34×71.5×6.98mm,"后置三摄,大屏手机,大容量电池,快充手机,2.5D弧面屏,支持NFC,5G手机",166g,"黑色,蓝色,粉色,白色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),240Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 2.2,,
,OPPO K10(8+256GB),CNMO,2022年04月,2022年04月,5nm,"Cortex-A78,Cortex-A55",Mali-G610,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625947,2816MHz,,,CMOS,全国联保，享受三包服务,401PPI,F2.05,,8GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,6400+800+200万像素,OPPO,,,联发科天玑8000-MAX,,256GB,"内置GPS芯片,支持导航功能",,,90.8%,6.59英寸,2412×1080像素,120Hz,,LCD,,1670万色数,,,支持67W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",164.3×75.8×8.73mm,"后置三摄,大屏手机,支持NFC,5G手机",205g,"黑色,蓝色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.3,,,,电容屏(多点触控),240Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,iQOO Neo6(8+128GB),CNMO,2022年04月,2022年04月,4nm,"Cortex-X2,Cortex-A710,Cortex-A510",Adreno 730,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625928,3072MHz,,,CMOS,全国联保，享受三包服务,397PPI,F2.0,,8GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持10倍数字变焦,6400+1200+200万像素,iQOO,,,高通骁龙8 Gen1,,128GB,"内置GPS芯片,支持导航功能",,,91.4%,6.62英寸,2400x1080像素,120Hz,,AMOLED,,1670万色数,,,支持80W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163×76.16×8.5mm,"后置三摄,大容量电池,快充手机,支持NFC,5G手机",197.23g,"黑色,蓝色,橙色",,,,Android 12,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4700mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),360Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
